SUBMISSION_DATETIME,FORM_TYPE,VP_REGION_NAME,DF_MARKET_NAME,LOCATION_NAME,CLASS,FIELD_INTELLIGENCE_TRANSLATED,TMO_NAME,PRODUCT_CATEGORY_NAME,PMI_PRODUCT_NAME,BRAND_NAME,BRAND_NAME_FROM,BRAND_NAME_TO
2023-04-01 00:00:00,CONSUMER_FEEDBACK,Europe,USA,Location_A,Pricing,Consumer preference shift towards premium products,,Nicotine Pouches,Marlboro,,,
2023-12-22 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_A,Pricing,Service training needs identified for retail staff,TMO_Delta,Heated Tobacco,,IQOS,,
2023-06-16 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,France,Location_H,Competition,Competitive pricing pressure in premium segment,,Traditional,Marlboro,,,
2024-07-02 00:00:00,CROSS_CATEGORY,Africa,USA,Location_H,Product Quality,Customer satisfaction high with recent product improvements,,Nicotine Pouches,,,,
2024-01-16 00:00:00,CONSUMER_FEEDBACK,Europe,Brazil,Location_D,Product Quality,Product availability issues during peak season,,Traditional,HEETS,,,
2024-05-18 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_E,Pricing,Distribution challenges in remote locations,TMO_Beta,Nicotine Pouches,,IQOS,,
2024-12-06 00:00:00,CONSUMER_FEEDBACK,Europe,Japan,Location_A,Service,Stock shortage observed for premium product line,,Traditional,Philip Morris,,,
2024-01-29 00:00:00,CONSUMER_FEEDBACK,Europe,South Africa,Location_A,Service,Retail partner feedback on product performance,,E-Cigarettes,IQOS,,,
2024-09-08 00:00:00,BRAND_SOURCING,North America,France,Location_G,Consumer Behavior,Positive brand perception following marketing campaign,,Traditional,,,Brand_Z,PMI_Brand_1
2023-06-11 00:00:00,CONSUMER_FEEDBACK,Latin America,USA,Location_A,Availability,Strong consumer interest in new heated tobacco category,,Nicotine Pouches,HEETS,,,
2023-06-18 00:00:00,INFRA_MAINTENANCE,Europe,Brazil,Location_D,Competition,Retail partner feedback on product performance,,Heated Tobacco,,,,
2024-07-01 00:00:00,INFRA_MAINTENANCE,Latin America,Brazil,Location_F,Regulatory,Positive brand perception following marketing campaign,,E-Cigarettes,,,,
2023-04-14 00:00:00,BRAND_SOURCING,Africa,Germany,Location_B,Product Quality,Regulatory changes affecting product availability,,Heated Tobacco,,,Brand_X,Marlboro
2023-03-06 00:00:00,TOBACCO_CATEGORY,Latin America,Brazil,Location_B,Consumer Behavior,Market expansion opportunities identified in urban areas,TMO_Beta,Accessories,,Brand_X,,
2023-12-20 00:00:00,INFRA_MAINTENANCE,Europe,UK,Location_D,Pricing,Distribution challenges in remote locations,,Traditional,,,,
2023-05-13 00:00:00,CONSUMER_FEEDBACK,Latin America,France,Location_H,Competition,Product availability issues during peak season,,Traditional,IQOS,,,
2024-10-12 00:00:00,TOBACCO_CATEGORY,Europe,Japan,Location_E,Availability,New product category showing strong adoption,TMO_Alpha,Heated Tobacco,,PMI_Brand_1,,
2024-12-17 00:00:00,CROSS_CATEGORY,Europe,South Africa,Location_F,Regulatory,New product category showing strong adoption,,E-Cigarettes,,,,
2023-01-20 00:00:00,CONSUMER_FEEDBACK,Europe,South Africa,Location_A,Service,Competitor promotion impacting market share,,Heated Tobacco,IQOS,,,
2024-01-22 00:00:00,CONSUMER_FEEDBACK,Latin America,Italy,Location_B,Availability,Price sensitivity observed among younger demographics,,Heated Tobacco,HEETS,,,
2023-12-16 00:00:00,BRAND_SOURCING,Europe,USA,Location_E,Product Quality,Distribution challenges in remote locations,,Nicotine Pouches,,,Brand_A,PMI_Brand_2
2024-07-11 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_G,Regulatory,Product availability issues during peak season,,Nicotine Pouches,,,,
2023-10-26 00:00:00,TOBACCO_CATEGORY,Latin America,South Africa,Location_B,Pricing,Service training needs identified for retail staff,TMO_Beta,Heated Tobacco,,PMI_Brand_3,,
2023-07-20 00:00:00,CROSS_CATEGORY,Europe,France,Location_D,Competition,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2024-08-24 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Japan,Location_A,Regulatory,Product availability issues during peak season,,Traditional,Marlboro,,,
2023-05-08 00:00:00,BRAND_SOURCING,North America,Japan,Location_G,Product Quality,Price sensitivity observed among younger demographics,,Traditional,,,Brand_A,Marlboro
2024-12-29 00:00:00,BRAND_SOURCING,Europe,Canada,Location_D,Competition,Stock shortage observed for premium product line,,Traditional,,,Brand_B,Marlboro
2024-02-20 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_H,Product Quality,Strong consumer interest in new heated tobacco category,,Heated Tobacco,,,Brand_A,Marlboro
2023-04-15 00:00:00,CONSUMER_FEEDBACK,North America,Italy,Location_G,Service,Stock shortage observed for premium product line,,Heated Tobacco,Marlboro,,,
2023-09-27 00:00:00,TOBACCO_CATEGORY,Africa,USA,Location_H,Availability,Positive feedback on new product launch in the region,TMO_Gamma,Nicotine Pouches,,PMI_Brand_2,,
2023-10-12 00:00:00,BRAND_SOURCING,Latin America,Germany,Location_A,Regulatory,Customer satisfaction high with recent product improvements,,Heated Tobacco,,,Brand_Y,PMI_Brand_2
2024-02-18 00:00:00,CONSUMER_FEEDBACK,Africa,Japan,Location_H,Service,Customer satisfaction high with recent product improvements,,E-Cigarettes,Marlboro,,,
2023-08-24 00:00:00,CONSUMER_FEEDBACK,Latin America,USA,Location_F,Availability,Market expansion opportunities identified in urban areas,,Nicotine Pouches,Parliament,,,
2024-11-07 00:00:00,CROSS_CATEGORY,Latin America,Japan,Location_E,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,E-Cigarettes,,,,
2024-10-09 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Australia,Location_F,Consumer Behavior,Positive brand perception following marketing campaign,TMO_Gamma,Nicotine Pouches,,Brand_A,,
2024-05-22 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Canada,Location_D,Service,Market expansion opportunities identified in urban areas,TMO_Epsilon,Heated Tobacco,,Competitor_1,,
2023-04-16 00:00:00,INFRA_MAINTENANCE,Latin America,Italy,Location_C,Availability,New product category showing strong adoption,,Nicotine Pouches,,,,
2023-03-18 00:00:00,BRAND_SOURCING,Latin America,South Africa,Location_B,Product Quality,Distribution challenges in remote locations,,Heated Tobacco,,,Brand_X,PMI_Brand_1
2023-05-22 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_A,Regulatory,Distribution challenges in remote locations,,E-Cigarettes,,,,
2023-10-30 00:00:00,BRAND_SOURCING,North America,Australia,Location_D,Availability,Positive brand perception following marketing campaign,,Accessories,,,Competitor_1,PMI_Brand_3
2023-06-26 00:00:00,CROSS_CATEGORY,North America,Japan,Location_F,Pricing,Positive brand perception following marketing campaign,,Heated Tobacco,,,,
2023-09-12 00:00:00,TOBACCO_CATEGORY,North America,France,Location_G,Service,Price sensitivity observed among younger demographics,TMO_Alpha,Accessories,,IQOS,,
2023-06-06 00:00:00,CONSUMER_FEEDBACK,Latin America,UK,Location_H,Pricing,Market research indicates growth opportunity,,Heated Tobacco,Parliament,,,
2023-02-02 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_A,Consumer Behavior,Service quality issues reported at retail locations,,Nicotine Pouches,IQOS,,,
2024-06-03 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_F,Availability,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2024-12-22 00:00:00,CONSUMER_FEEDBACK,Europe,Japan,Location_B,Pricing,Regulatory changes affecting product availability,,Traditional,Marlboro,,,
2024-07-22 00:00:00,CROSS_CATEGORY,Asia Pacific,USA,Location_E,Consumer Behavior,Market research indicates growth opportunity,,Traditional,,,,
2024-01-11 00:00:00,INFRA_MAINTENANCE,Asia Pacific,South Africa,Location_G,Service,Consumer preference shift towards premium products,,Nicotine Pouches,,,,
2024-10-04 00:00:00,CONSUMER_FEEDBACK,Europe,Canada,Location_G,Product Quality,Positive feedback on new product launch in the region,,E-Cigarettes,Philip Morris,,,
2024-02-04 00:00:00,CONSUMER_FEEDBACK,Africa,Japan,Location_H,Service,New product category showing strong adoption,,Accessories,IQOS,,,
2024-02-06 00:00:00,CROSS_CATEGORY,North America,Australia,Location_G,Competition,Retail partner feedback on product performance,,E-Cigarettes,,,,
2023-10-27 00:00:00,TOBACCO_CATEGORY,North America,Australia,Location_D,Availability,Market expansion opportunities identified in urban areas,TMO_Beta,Accessories,,Brand_A,,
2023-12-31 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Germany,Location_F,Service,Competitive pricing pressure in premium segment,TMO_Epsilon,Accessories,,PMI_Brand_2,,
2023-09-25 00:00:00,INFRA_MAINTENANCE,North America,Canada,Location_F,Product Quality,Stock shortage observed for premium product line,,Accessories,,,,
2023-12-18 00:00:00,CONSUMER_FEEDBACK,North America,USA,Location_A,Availability,Customer satisfaction high with recent product improvements,,Nicotine Pouches,Philip Morris,,,
2024-09-08 00:00:00,CROSS_CATEGORY,Asia Pacific,France,Location_A,Regulatory,Service training needs identified for retail staff,,Traditional,,,,
2024-01-21 00:00:00,CONSUMER_FEEDBACK,Europe,Italy,Location_A,Consumer Behavior,Retail partner feedback on product performance,,Accessories,Philip Morris,,,
2023-06-01 00:00:00,CROSS_CATEGORY,Europe,Germany,Location_C,Product Quality,Stock shortage observed for premium product line,,Traditional,,,,
2023-11-24 00:00:00,TOBACCO_CATEGORY,Latin America,South Africa,Location_B,Competition,Customer reported price increase concern affecting purchase decisions,TMO_Delta,Traditional,,Brand_X,,
2023-12-12 00:00:00,CONSUMER_FEEDBACK,Latin America,Germany,Location_D,Availability,Distribution challenges in remote locations,,E-Cigarettes,Marlboro,,,
2024-12-26 00:00:00,BRAND_SOURCING,North America,Canada,Location_D,Service,Customer reported price increase concern affecting purchase decisions,,Traditional,,,Competitor_2,IQOS
2024-10-11 00:00:00,INFRA_MAINTENANCE,Africa,Germany,Location_G,Regulatory,Regulatory changes affecting product availability,,Traditional,,,,
2024-08-04 00:00:00,TOBACCO_CATEGORY,Africa,France,Location_B,Regulatory,Consumer preference shift towards premium products,TMO_Beta,Traditional,,PMI_Brand_3,,
2024-06-05 00:00:00,INFRA_MAINTENANCE,Latin America,South Africa,Location_G,Availability,Service training needs identified for retail staff,,E-Cigarettes,,,,
2024-04-07 00:00:00,INFRA_MAINTENANCE,Latin America,South Africa,Location_H,Service,Competitor promotion impacting market share,,Traditional,,,,
2024-01-16 00:00:00,TOBACCO_CATEGORY,Africa,Australia,Location_D,Regulatory,Market research indicates growth opportunity,TMO_Beta,Heated Tobacco,,Brand_X,,
2024-06-11 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_C,Product Quality,Regulatory changes affecting product availability,,Heated Tobacco,HEETS,,,
2024-08-06 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_E,Pricing,Regulatory changes affecting product availability,,Traditional,,,Brand_B,PMI_Brand_2
2023-05-11 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_H,Consumer Behavior,Consumer preference shift towards premium products,,Heated Tobacco,,,,
2024-04-24 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Australia,Location_H,Regulatory,Distribution challenges in remote locations,,Nicotine Pouches,IQOS,,,
2024-03-11 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_F,Product Quality,Retail partner feedback on product performance,,E-Cigarettes,,,,
2023-04-17 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_D,Product Quality,Strong consumer interest in new heated tobacco category,TMO_Beta,Heated Tobacco,,Marlboro,,
2024-09-28 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_H,Availability,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2023-07-05 00:00:00,INFRA_MAINTENANCE,Africa,Japan,Location_C,Competition,Market research indicates growth opportunity,,Heated Tobacco,,,,
2024-11-15 00:00:00,TOBACCO_CATEGORY,Europe,Brazil,Location_B,Competition,New product category showing strong adoption,TMO_Delta,Accessories,,IQOS,,
2023-12-15 00:00:00,TOBACCO_CATEGORY,Europe,Canada,Location_G,Availability,Retail partner feedback on product performance,TMO_Beta,Traditional,,PMI_Brand_2,,
2024-03-08 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_B,Regulatory,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,,,Competitor_2,PMI_Brand_3
2024-05-17 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_C,Consumer Behavior,Customer satisfaction high with recent product improvements,TMO_Beta,E-Cigarettes,,PMI_Brand_1,,
2023-12-25 00:00:00,BRAND_SOURCING,North America,Canada,Location_C,Regulatory,Service quality issues reported at retail locations,,E-Cigarettes,,,Competitor_2,IQOS
2024-04-16 00:00:00,BRAND_SOURCING,North America,France,Location_H,Competition,Customer satisfaction high with recent product improvements,,Traditional,,,Brand_A,PMI_Brand_3
2023-07-22 00:00:00,INFRA_MAINTENANCE,North America,USA,Location_D,Consumer Behavior,Retail partner feedback on product performance,,Traditional,,,,
2024-08-13 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Italy,Location_F,Service,Market expansion opportunities identified in urban areas,,Heated Tobacco,,,,
2024-09-16 00:00:00,BRAND_SOURCING,Asia Pacific,USA,Location_E,Consumer Behavior,Price sensitivity observed among younger demographics,,Traditional,,,Brand_Z,IQOS
2023-03-01 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,UK,Location_G,Regulatory,Retail partner feedback on product performance,,Heated Tobacco,Parliament,,,
2024-09-17 00:00:00,CROSS_CATEGORY,Africa,UK,Location_F,Availability,Regulatory changes affecting product availability,,Heated Tobacco,,,,
2023-03-06 00:00:00,TOBACCO_CATEGORY,Africa,Canada,Location_A,Availability,Service training needs identified for retail staff,TMO_Gamma,Heated Tobacco,,IQOS,,
2024-07-27 00:00:00,CONSUMER_FEEDBACK,Latin America,Australia,Location_G,Product Quality,Competitive pricing pressure in premium segment,,Nicotine Pouches,Philip Morris,,,
2023-09-22 00:00:00,CROSS_CATEGORY,Asia Pacific,UK,Location_A,Regulatory,Strong consumer interest in new heated tobacco category,,Nicotine Pouches,,,,
2024-12-26 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Germany,Location_D,Regulatory,Retail partner feedback on product performance,,Heated Tobacco,,,,
2023-11-21 00:00:00,BRAND_SOURCING,Latin America,Germany,Location_H,Consumer Behavior,Price sensitivity observed among younger demographics,,Heated Tobacco,,,Brand_Y,PMI_Brand_1
2023-03-01 00:00:00,INFRA_MAINTENANCE,North America,USA,Location_G,Pricing,Strong consumer interest in new heated tobacco category,,Traditional,,,,
2024-02-14 00:00:00,INFRA_MAINTENANCE,Asia Pacific,USA,Location_E,Consumer Behavior,Market expansion opportunities identified in urban areas,,Traditional,,,,
2024-03-08 00:00:00,CONSUMER_FEEDBACK,North America,South Africa,Location_H,Regulatory,Customer reported price increase concern affecting purchase decisions,,Traditional,IQOS,,,
2024-11-02 00:00:00,BRAND_SOURCING,Europe,Japan,Location_A,Availability,Product availability issues during peak season,,Nicotine Pouches,,,Brand_Y,PMI_Brand_2
2023-05-25 00:00:00,TOBACCO_CATEGORY,Latin America,USA,Location_A,Service,Consumer preference shift towards premium products,TMO_Beta,E-Cigarettes,,IQOS,,
2023-02-26 00:00:00,BRAND_SOURCING,Latin America,USA,Location_B,Competition,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,Competitor_2,PMI_Brand_1
2023-05-19 00:00:00,TOBACCO_CATEGORY,Africa,UK,Location_H,Regulatory,Positive feedback on new product launch in the region,TMO_Alpha,Traditional,,Competitor_1,,
2023-07-23 00:00:00,CONSUMER_FEEDBACK,North America,Japan,Location_C,Regulatory,Price sensitivity observed among younger demographics,,Nicotine Pouches,HEETS,,,
2024-06-26 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_C,Competition,Stock shortage observed for premium product line,,Nicotine Pouches,,,,
2024-07-11 00:00:00,INFRA_MAINTENANCE,Europe,France,Location_D,Availability,Consumer preference shift towards premium products,,Traditional,,,,
2024-11-01 00:00:00,CROSS_CATEGORY,Latin America,Brazil,Location_F,Regulatory,New product category showing strong adoption,,Nicotine Pouches,,,,
2023-11-27 00:00:00,CROSS_CATEGORY,North America,UK,Location_F,Competition,Product availability issues during peak season,,E-Cigarettes,,,,
2024-07-02 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Brazil,Location_H,Competition,Competitor promotion impacting market share,,E-Cigarettes,HEETS,,,
2023-03-22 00:00:00,INFRA_MAINTENANCE,Europe,UK,Location_G,Product Quality,Customer reported price increase concern affecting purchase decisions,,Accessories,,,,
2024-03-02 00:00:00,INFRA_MAINTENANCE,Europe,USA,Location_H,Regulatory,Market expansion opportunities identified in urban areas,,Nicotine Pouches,,,,
2024-04-03 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Germany,Location_B,Service,Customer satisfaction high with recent product improvements,,E-Cigarettes,,,,
2024-09-29 00:00:00,BRAND_SOURCING,Africa,Canada,Location_A,Consumer Behavior,Stock shortage observed for premium product line,,Accessories,,,Brand_B,PMI_Brand_3
2023-01-07 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,UK,Location_H,Regulatory,Service training needs identified for retail staff,,Nicotine Pouches,HEETS,,,
2023-06-27 00:00:00,BRAND_SOURCING,Asia Pacific,USA,Location_F,Availability,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,,,Competitor_1,IQOS
2024-09-10 00:00:00,CROSS_CATEGORY,North America,Italy,Location_F,Availability,New product category showing strong adoption,,Traditional,,,,
2024-07-15 00:00:00,CONSUMER_FEEDBACK,Latin America,France,Location_F,Regulatory,Service quality issues reported at retail locations,,E-Cigarettes,Parliament,,,
2023-02-28 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Italy,Location_H,Consumer Behavior,New product category showing strong adoption,TMO_Beta,Accessories,,Competitor_2,,
2024-07-10 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_C,Competition,Consumer preference shift towards premium products,TMO_Beta,E-Cigarettes,,Brand_A,,
2023-03-08 00:00:00,INFRA_MAINTENANCE,North America,Italy,Location_H,Consumer Behavior,Service quality issues reported at retail locations,,Accessories,,,,
2024-05-20 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_C,Competition,Competitor promotion impacting market share,TMO_Alpha,Accessories,,Brand_Z,,
2024-08-08 00:00:00,BRAND_SOURCING,Europe,USA,Location_C,Competition,Positive brand perception following marketing campaign,,Traditional,,,Brand_Z,PMI_Brand_3
2024-04-11 00:00:00,INFRA_MAINTENANCE,North America,USA,Location_D,Competition,Competitor promotion impacting market share,,Traditional,,,,
2024-02-21 00:00:00,CROSS_CATEGORY,Africa,Canada,Location_G,Service,Service quality issues reported at retail locations,,E-Cigarettes,,,,
2023-08-01 00:00:00,BRAND_SOURCING,North America,Italy,Location_C,Regulatory,Product availability issues during peak season,,Traditional,,,Brand_B,IQOS
2024-03-26 00:00:00,CONSUMER_FEEDBACK,Latin America,UK,Location_C,Regulatory,New product category showing strong adoption,,Traditional,IQOS,,,
2023-05-22 00:00:00,TOBACCO_CATEGORY,North America,UK,Location_A,Service,Market research indicates growth opportunity,TMO_Alpha,Traditional,,Brand_B,,
2024-12-10 00:00:00,CONSUMER_FEEDBACK,North America,Brazil,Location_B,Product Quality,Market expansion opportunities identified in urban areas,,Nicotine Pouches,Marlboro,,,
2024-11-29 00:00:00,BRAND_SOURCING,Latin America,Germany,Location_A,Service,Market research indicates growth opportunity,,Nicotine Pouches,,,Brand_B,PMI_Brand_1
2023-09-05 00:00:00,INFRA_MAINTENANCE,Asia Pacific,France,Location_H,Consumer Behavior,Distribution challenges in remote locations,,Nicotine Pouches,,,,
2024-10-24 00:00:00,TOBACCO_CATEGORY,Europe,Australia,Location_E,Consumer Behavior,Customer reported price increase concern affecting purchase decisions,TMO_Epsilon,Traditional,,Marlboro,,
2024-09-28 00:00:00,TOBACCO_CATEGORY,Latin America,Germany,Location_E,Pricing,Service quality issues reported at retail locations,TMO_Beta,Heated Tobacco,,PMI_Brand_3,,
2023-02-08 00:00:00,BRAND_SOURCING,North America,USA,Location_H,Service,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,Brand_B,PMI_Brand_2
2023-03-28 00:00:00,BRAND_SOURCING,Latin America,Italy,Location_D,Pricing,Price sensitivity observed among younger demographics,,Traditional,,,Brand_Z,IQOS
2023-04-25 00:00:00,BRAND_SOURCING,North America,Italy,Location_C,Product Quality,Consumer switching behavior analysis shows retention improvement,,Nicotine Pouches,,,Brand_Z,PMI_Brand_2
2024-04-25 00:00:00,BRAND_SOURCING,North America,Germany,Location_G,Consumer Behavior,Market research indicates growth opportunity,,Traditional,,,Competitor_2,PMI_Brand_3
2024-02-21 00:00:00,INFRA_MAINTENANCE,Latin America,Australia,Location_B,Competition,Market expansion opportunities identified in urban areas,,Traditional,,,,
2024-04-17 00:00:00,CONSUMER_FEEDBACK,Europe,Japan,Location_F,Service,Price sensitivity observed among younger demographics,,Traditional,HEETS,,,
2023-11-22 00:00:00,CONSUMER_FEEDBACK,Latin America,Canada,Location_F,Service,Consumer preference shift towards premium products,,E-Cigarettes,Marlboro,,,
2023-06-03 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_E,Pricing,Customer reported price increase concern affecting purchase decisions,TMO_Gamma,Nicotine Pouches,,Brand_A,,
2024-10-01 00:00:00,BRAND_SOURCING,Asia Pacific,South Africa,Location_H,Consumer Behavior,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,,,Brand_A,PMI_Brand_3
2023-12-10 00:00:00,CONSUMER_FEEDBACK,Latin America,UK,Location_B,Availability,Consumer preference shift towards premium products,,Accessories,IQOS,,,
2023-01-10 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Brazil,Location_A,Availability,Market expansion opportunities identified in urban areas,TMO_Alpha,Traditional,,IQOS,,
2023-09-30 00:00:00,TOBACCO_CATEGORY,North America,Australia,Location_H,Product Quality,Customer reported price increase concern affecting purchase decisions,TMO_Alpha,Accessories,,Competitor_1,,
2024-05-31 00:00:00,CROSS_CATEGORY,Europe,USA,Location_B,Pricing,Market research indicates growth opportunity,,Nicotine Pouches,,,,
2023-05-16 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_B,Competition,Customer satisfaction high with recent product improvements,,E-Cigarettes,,,,
2023-12-04 00:00:00,BRAND_SOURCING,Africa,USA,Location_G,Product Quality,Regulatory changes affecting product availability,,Traditional,,,Competitor_2,PMI_Brand_3
2024-03-12 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Brazil,Location_E,Service,New product category showing strong adoption,,Nicotine Pouches,Marlboro,,,
2023-12-11 00:00:00,INFRA_MAINTENANCE,Africa,Canada,Location_C,Availability,Customer reported price increase concern affecting purchase decisions,,Traditional,,,,
2023-08-02 00:00:00,BRAND_SOURCING,Latin America,Canada,Location_A,Product Quality,Service training needs identified for retail staff,,Nicotine Pouches,,,Competitor_2,PMI_Brand_3
2024-09-03 00:00:00,INFRA_MAINTENANCE,North America,Australia,Location_B,Regulatory,Stock shortage observed for premium product line,,Nicotine Pouches,,,,
2024-10-15 00:00:00,CROSS_CATEGORY,Europe,France,Location_C,Regulatory,Price sensitivity observed among younger demographics,,Traditional,,,,
2024-07-06 00:00:00,BRAND_SOURCING,Africa,UK,Location_H,Pricing,Competitor promotion impacting market share,,Traditional,,,Brand_X,IQOS
2023-09-15 00:00:00,BRAND_SOURCING,Africa,UK,Location_C,Competition,Customer satisfaction high with recent product improvements,,E-Cigarettes,,,Brand_X,PMI_Brand_1
2023-09-17 00:00:00,INFRA_MAINTENANCE,Africa,Canada,Location_C,Regulatory,Regulatory changes affecting product availability,,Nicotine Pouches,,,,
2023-03-10 00:00:00,CONSUMER_FEEDBACK,North America,UK,Location_A,Availability,Competitive pricing pressure in premium segment,,Nicotine Pouches,HEETS,,,
2023-09-23 00:00:00,INFRA_MAINTENANCE,Africa,Australia,Location_C,Product Quality,Competitor promotion impacting market share,,Heated Tobacco,,,,
2024-06-05 00:00:00,CONSUMER_FEEDBACK,Africa,South Africa,Location_E,Pricing,Customer satisfaction high with recent product improvements,,E-Cigarettes,Marlboro,,,
2024-03-30 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Australia,Location_C,Competition,Regulatory changes affecting product availability,TMO_Beta,E-Cigarettes,,IQOS,,
2024-05-11 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_D,Pricing,Market research indicates growth opportunity,TMO_Gamma,Accessories,,IQOS,,
2023-05-23 00:00:00,CONSUMER_FEEDBACK,North America,Japan,Location_E,Product Quality,Competitive pricing pressure in premium segment,,Accessories,IQOS,,,
2023-03-25 00:00:00,INFRA_MAINTENANCE,North America,South Africa,Location_E,Regulatory,Consumer switching behavior analysis shows retention improvement,,Accessories,,,,
2024-05-01 00:00:00,TOBACCO_CATEGORY,Asia Pacific,UK,Location_D,Regulatory,Market research indicates growth opportunity,TMO_Alpha,Nicotine Pouches,,Competitor_2,,
2023-11-12 00:00:00,BRAND_SOURCING,Africa,France,Location_C,Regulatory,Positive feedback on new product launch in the region,,Nicotine Pouches,,,Brand_B,Marlboro
2023-11-02 00:00:00,TOBACCO_CATEGORY,Asia Pacific,USA,Location_H,Regulatory,Competitive pricing pressure in premium segment,TMO_Epsilon,Heated Tobacco,,PMI_Brand_1,,
2024-07-03 00:00:00,CROSS_CATEGORY,North America,France,Location_C,Availability,Customer satisfaction high with recent product improvements,,Accessories,,,,
2024-03-31 00:00:00,CONSUMER_FEEDBACK,Europe,Germany,Location_H,Consumer Behavior,Strong consumer interest in new heated tobacco category,,Nicotine Pouches,Philip Morris,,,
2024-08-24 00:00:00,CROSS_CATEGORY,Asia Pacific,Australia,Location_F,Service,Service quality issues reported at retail locations,,Heated Tobacco,,,,
2023-08-11 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_B,Pricing,Consumer preference shift towards premium products,,Accessories,,,,
2023-07-08 00:00:00,BRAND_SOURCING,Europe,USA,Location_D,Pricing,Positive brand perception following marketing campaign,,Traditional,,,Brand_A,PMI_Brand_1
2023-09-12 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_E,Regulatory,Service training needs identified for retail staff,TMO_Beta,Accessories,,PMI_Brand_1,,
2023-09-26 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_G,Pricing,Service training needs identified for retail staff,,E-Cigarettes,,,,
2024-03-16 00:00:00,INFRA_MAINTENANCE,Africa,UK,Location_A,Competition,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,,
2024-11-05 00:00:00,BRAND_SOURCING,Asia Pacific,South Africa,Location_G,Regulatory,Stock shortage observed for premium product line,,Nicotine Pouches,,,Brand_B,PMI_Brand_2
2024-07-31 00:00:00,TOBACCO_CATEGORY,North America,Australia,Location_G,Regulatory,Market research indicates growth opportunity,TMO_Epsilon,Nicotine Pouches,,Brand_B,,
2024-01-16 00:00:00,TOBACCO_CATEGORY,North America,Brazil,Location_B,Availability,Consumer preference shift towards premium products,TMO_Alpha,E-Cigarettes,,Marlboro,,
2023-03-11 00:00:00,CONSUMER_FEEDBACK,Latin America,France,Location_F,Pricing,Competitive pricing pressure in premium segment,,Nicotine Pouches,IQOS,,,
2023-06-24 00:00:00,TOBACCO_CATEGORY,Africa,South Africa,Location_G,Service,Service training needs identified for retail staff,TMO_Delta,E-Cigarettes,,Brand_Z,,
2024-01-12 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Germany,Location_A,Pricing,Service quality issues reported at retail locations,,E-Cigarettes,Parliament,,,
2023-12-19 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Germany,Location_A,Product Quality,Regulatory changes affecting product availability,,Heated Tobacco,,,,
